,lat,long
36734,42.6777555,-6.9745813
36735,42.6777555,-6.9745813
36736,42.6777555,-6.9745813
36737,42.6777555,-6.9745813
36858,41.89890153,-8.87470482
36876,42.34012021,-3.70425457
36972,42.8800507,-8.54469816
37036,40.9725272,-5.665371
37046,42.87684,-8.54432
37082,42.45415327,-8.75351264
37143,42.81152175,-8.56933594
37162,42.81152175,-8.56933594
37222,45.6725227,5.7182997
37237,43.0991959,-6.8480354
37239,37.33262542,-5.82933522
37254,40.30861111,-3.68444444
37257,40.266415,-3.7613175
37261,42.8237296,-8.6323091
37268,42.88065245,-8.54569021
37269,43.15121,-7.68683
37278,42.47488,-7.26812
37281,42.35,-3.66667
37304,42.75704092,-8.63084502
37311,40.0,-3.0
37320,42.88325075,-9.27184531
37368,39.055572,-77.040246
37372,42.8800507,-8.54469816
37406,45.9024237,5.8222832
37420,42.8800507,-8.54469816
37434,42.8237296,-8.6323091
37448,42.8667,-7.86667
37481,42.8237296,-8.6323091
37526,42.6310235,-2.0680288
37541,42.70073,-8.64903
37550,42.47488,-7.26812
37639,42.5428367,-8.1109233
37657,42.8227852,-8.7248383
37680,42.8433824,-8.3012515
37744,40.4,-3.68333
37760,42.8433824,-8.3012515
37769,42.04608502,-8.64369218
37792,40.0851684,-1.2729839
37812,42.0224369,-8.7306227
37819,42.19115,-8.63998
37829,42.204227,-8.605081
37886,42.8237296,-8.6323091
37888,42.7556589,-7.7660515
37909,42.1667,-8.61667
37969,42.6978274,-7.54317
38034,43.105921703462506,-9.217201214392281
38039,36.3867663,-5.2198264
38046,40.785365,-73.933612
38050,42.8800507,-8.54469816
38087,42.9089325,-9.2629074
38095,36.0502188,-5.5507944
38098,42.9089325,-9.2629074
38131,42.4726192909104,-5.851109547910407
38154,42.5665948,-8.7255592
38268,42.87684,-8.54432
38276,42.6601564,-8.11365458
38328,42.8825738,-7.7352642
38379,42.8490779,-8.9191301
38382,42.8800507,-8.54469816
38393,41.5126,2.1946
38421,42.499037,-6.457719
38432,41.08196,-4.42524
38445,43.54547178,-6.38676655
38447,43.54547178,-6.38676655
38449,43.54547178,-6.38676655
38505,42.8813853,-7.1827515
38550,42.78497805,-7.54216756
38597,42.43263512,-8.64323866
38811,42.8237296,-8.6323091
38841,41.5064717,2.0464922
38861,42.90305,-1.54181
38884,43.5576688,-6.30617171
39003,43.549917,-6.47275
39009,42.8237296,-8.6323091
39014,42.87684,-8.54432
39038,28.0248125,-15.5255036
39079,36.3304995,-6.2141719
39125,22.5399851,-102.657513
39150,42.28186,-8.60896
39162,42.88057522520878,-8.54460597038269
39241,42.8800507,-8.54469816
39288,42.87684,-8.54432
39290,42.9044,-8.36253
39360,40.3120713,-3.8890049
39395,-3.9833,-79.2
39401,38.6720825,-2.1812992
39446,42.85876684,-7.78009238
39461,37.5338887,-1.2255505
39492,42.1293801,-8.916355
39612,42.8237296,-8.6323091
39633,42.87684,-8.54432
39705,42.8237296,-8.6323091
39766,42.77708672,-7.41657366
39836,37.5667,-6.1
39844,42.8237296,-8.6323091
39845,42.8237296,-8.6323091
39884,42.87684,-8.54432
39926,42.906904,-8.359909
39969,42.8061498,-7.6174321
39990,42.8237296,-8.6323091
40009,42.8061498,-7.6174321
40019,42.90552729321628,-8.360496467183635
40034,37.1022932,-3.0541026
40082,42.4381924,-6.2072614
40091,-32.9602539,-68.89559
40105,42.8433824,-8.3012515
40111,37.42322717,-5.89958094
40113,42.9305719,-7.9427095
40114,42.7802,-7.41375
40123,43.24317145,-1.30037844
40124,42.43073647961041,-8.644051916654085
40172,42.04253,-8.87766
40174,42.8825738,-7.7352642
40250,42.04253,-8.87766
40320,43.4622259,-7.2834509
40421,51.9772264213839,-2.03410488116464
40447,42.65042322,-2.04416745
40759,43.47929,-3.52961
40859,42.73092236121637,-7.1569392621370165
40877,36.7167,-4.4237
40917,41.92271,-8.84349381
40947,41.9514407,-3.0668597
41071,36.8932539,-4.8275228
41087,42.81825641,-1.64993205
41169,42.1110875,-8.850669
41399,42.76401424,-7.90691801
41436,24.673115,121.282664
41548,40.4078655,-4.0436198
41604,40.3120713,-3.8890049
41703,42.45766,-6.05325
41742,42.5223905456445,-6.478858981979405
41746,47.5742,-117.565226
41823,42.7140162,-8.6836364
41952,42.5665948,-8.7255592
41979,-41.164136,174.770789
41998,42.3430948,-8.6984109
42015,43.3013771,-8.4712842
42130,51.6881851,-10.6195445
42181,42.0224369,-8.7306227
42356,42.96694898,-9.03893928
42357,42.96694898,-9.03893928
42394,41.3170475,2.0524766
42419,-22.85855789,-43.10076692
42784,38.7268887,-6.6568728
42850,37.35243098,-121.96869755
42939,53.1992829,-6.2820377
43041,42.465,-6.12861111
43107,42.8237296,-8.6323091
43264,42.92676,-8.16359
43692,51.5141,-0.1094
43753,-15.795,-47.75777778
44226,51.417277,-0.259465
44356,42.89029471,-8.45591856
44496,39.67359432,-105.02693873
44534,41.8078139,-9.2995163
44801,45.15832,10.792135
44903,27.6377504,-18.1606948
44940,47.6073222,6.807347
44944,47.6228122,6.7907521
44967,42.87684,-8.54432
45016,42.81702984,-1.64608982
45049,42.8833,-8.55
45368,40.8027337,28.6321043
45424,43.128397880048155,-4.786653672392888
45595,42.81152175,-8.56933594
45885,42.8237296,-8.6323091
45934,43.31650023,-1.98559792
46057,40.0,-3.0
46064,42.4245997,-2.80174066
46102,42.874488,-1.506513
46166,13.7724099999347,-89.7416789998278
46394,43.1431011,-1.2466179
46655,42.87684,-8.54432
47095,19.357102,-99.1919955
47201,43.11763,-7.0783
47598,40.3120713,-3.8890049
47686,42.60089801,-5.5712502
47768,43.11763,-7.0783
47948,38.0015544,-1.2734485
48117,42.87684,-8.54432
48250,51.436221,-0.0335507
48567,53.343623,-2.319934
48640,42.6056,-5.57
48658,40.8050283,-5.3531917
48682,37.715968,-1.3852332
48734,42.87684,-8.54432
49024,42.707902,-7.043879
49138,-34.674453,-58.5317922
49177,42.76401424,-7.90691801
49209,53.7596295,-1.3131915
49262,42.4055312,-2.6237034
49309,41.9194959,-4.6549149
49432,30.127892,-97.928935
49658,42.60946,-6.80856
49663,42.80912399,-7.61467905
49739,20.023592,-98.863407
49966,38.0983901,-0.9593104
50063,39.8264038,-2.3551373
50576,6.09258,-75.6369
50975,40.4,-3.68333
51259,37.395755,-6.011086
51309,42.46368,-5.88157
51360,37.1871971,-5.9444033
51430,43.403221,-79.639319
51905,42.67074,-2.0266099
52088,42.8800507,-8.54469816
52135,49.9419037,14.2252428
52658,40.0,-3.0
52760,32.52965,-117.0368
52981,42.87684,-8.54432
53114,42.3244466,-3.8586632
53216,42.873169231911625,-7.868607377043358
53219,42.8800507,-8.54469816
53440,42.8237296,-8.6323091
53619,41.644102,-87.940033
53709,42.92676,-8.16359
53761,42.3386,-3.92669
53858,40.4,-3.68333
53931,43.36,-5.845
54199,20.5834183,-103.664175
54247,37.1669041,-1.846906
54301,42.0006,-71.5165
54539,40.3589503,-4.0464882
54612,41.3170475,2.0524766
54639,52.6729945,-1.2852075
54712,42.76401424,-7.90691801
54715,42.76401424,-7.90691801
54782,42.76401424,-7.90691801
54784,42.76401424,-7.90691801
54785,42.76401424,-7.90691801
54804,42.76401424,-7.90691801
54833,42.847417912107524,-1.6869706255859274
54999,43.2569,-2.9236
55028,40.59863830936706,-3.71585210102297
55042,42.54863,-6.59841
55060,42.2278969,-4.4594339
55061,42.2278969,-4.4594339
55124,52.069634,-106.8249536
55197,42.3171717,-3.9776529
55296,42.284782,-3.794911
55302,42.340328270697064,-3.7040175698824425
55331,42.76401424,-7.90691801
55332,42.6667,-1.81667
55389,42.340328270697064,-3.7040175698824425
55394,42.34041672,-3.70437192
55451,40.94797963,-4.11779965
55495,40.8348098,-4.3367625
55579,42.35474,-4.86552
55625,26.3483092,80.0633414
55657,43.4416802,-5.8209772
55674,37.11141,-3.60003
55818,43.02364668,-7.5604665
55931,25.22345602,55.34911859
56262,37.8789,-4.7794
56381,42.284782,-3.794911
56455,51.4192154,-10.2254601
56517,53.1992829,-6.2820377
56602,41.3170475,2.0524766
56660,43.40296924,-3.95192793
56718,43.271948,-6.6090472
56733,42.7428375,-8.6328403
56788,42.8974991,-8.6013498
56937,43.26536,-2.59274
56976,54.526592,-1.201408
56985,54.526592,-1.201408
57078,42.9964116,-9.2995163
57093,43.3013771,-8.4712842
57114,42.43246,-8.65237
57237,47.43609354,-121.77862517
57293,42.9167,-8.0
57451,40.3120713,-3.8890049
57806,42.87684,-8.54432
57807,43.2136542,-2.9860102
57995,40.3120713,-3.8890049
58067,42.00217623177922,-8.876619026114184
58222,42.8389784,-7.7784569
58259,37.6642548,-4.9970099
58386,43.38042,-2.98339
58442,42.44194444,-2.9525
58463,43.4833,-8.2
58637,47.3202171,8.448081
59062,43.0101014,-1.3194457
59065,43.0087,-1.31987
59067,37.4074808,-4.5645573
59072,52.2428,-0.8981
59145,-34.937896,-56.430439
59151,52.45632,13.62571
59176,37.0730132,-5.9971713
59240,42.8237296,-8.6323091
59268,36.8968327,-6.0544178
59338,36.8421423,-6.2290055
59419,36.8435454,-6.085853
59515,36.516968,-6.3061112
59568,39.3460971,-2.9372829
59594,36.5257585,-6.3230654
59841,40.9144168,-5.7358551
60068,42.707902,-7.043879
60085,42.87684,-8.54432
60503,42.34034,-4.60078
60723,40.73144335,-3.94875516
60954,42.8800507,-8.54469816
61056,39.0018496,-0.6331778
61212,42.3886878,-3.0021433
61221,42.3886878,-3.0021433
61259,42.88959576,-8.54447488
61260,42.88959576,-8.54447488
61375,42.4130377,-7.9438848
61535,41.4583644,-5.9771194
61677,42.5471618,-5.6313015
61922,42.8237296,-8.6323091
62013,42.02701125704044,-8.64720281587484
62074,42.3487116,-3.5602862
62085,51.522076,0.624134
62303,42.74721,-8.9335749
62365,42.676167588359576,-1.8066152107466344
62402,42.48887319,-6.36148575
62473,16.638961,-98.119796
62503,43.25611174779537,-8.258049488067627
62511,42.8237296,-8.6323091
62799,43.2788671,-6.0201004
62969,40.3120713,-3.8890049
63094,42.8237296,-8.6323091
63188,-25.6312931,-54.594767
63214,42.6035415,-7.392644
63300,42.7556589,-7.7660515
63782,42.80912399,-7.61467905
63799,41.0835227,1.1622865
63865,38.801826,-77.119401
63906,41.65,-4.71667
63917,42.7556589,-7.7660515
63974,42.8743764,-8.1340903
64015,41.5231077,-4.928146
64061,42.8237296,-8.6323091
64298,42.26786,-4.40502
64548,42.67134,-1.81295
64567,43.121903,-9.2147975
64598,42.4055312,-2.6237034
64601,43.3736598,-8.2229931
64636,43.1368908,-8.3598158
64704,42.0300735,-4.5157079
64726,42.8237296,-8.6323091
64756,43.2467147,-8.27078
64758,42.34581991,-3.48575673
64763,42.3570173,-3.46128861
64776,42.4667,-7.98333
64782,43.0087,-1.31987
64785,42.4667,-7.98333
64791,46.8193696,26.4932401
64817,42.3570173,-3.46128861
64870,42.43801,-3.08401
64873,42.43776,-3.06498
64936,43.4533012,-8.3473431
64978,42.4189,-2.72504
65036,42.4189,-2.72504
65077,40.4,-3.68333
65095,42.46652,-2.445526
65166,48.63583333,-1.51027778
65175,42.6349745,-2.08750971
65227,42.67134,-1.81295
65303,48.44769252,1.48770332
65363,42.817542,-1.647499
65400,48.43488,15.89791
65402,50.84278,-114.3160379
65425,42.93335415,-1.50380089
65542,43.35233848,-8.41010768
65656,41.94262094,-7.43675861
65657,41.94262094,-7.43675861
65730,42.46808021015103,-2.4446629001194284
65793,40.3120713,-3.8890049
65803,41.606343,-8.8817203
65857,42.45904,-5.8829
65870,42.8800507,-8.54469816
65973,42.90552729,-8.36049647
66128,42.87684,-8.54432
66139,42.7802,-7.41375
66142,42.9089325,-9.2629074
66144,42.87684,-8.54432
66176,42.9055294,-9.183326
66178,42.9055294,-9.183326
66183,42.9055294,-9.183326
66185,42.9055294,-9.183326
66201,42.82811,-8.47
66222,42.9055294,-9.183326
66223,42.8237296,-8.6323091
66228,42.9055294,-9.183326
66233,42.9055294,-9.183326
66240,42.9055294,-9.183326
66268,42.9055294,-9.183326
66354,61.940544,-132.508597
66370,33.644301,135.335744
66422,53.341661,-2.675408
66496,42.1293801,-8.916355
66528,38.06143978,-1.19744416
66692,42.80912399,-7.61467905
66799,42.88057522520878,-8.54460597038269
66844,42.06241,-7.46906
66847,40.3120713,-3.8890049
66867,54.4511368492598,-2.6896487528799
66997,42.8916676,-8.5330713
67013,40.72498937484147,-4.192642627648106
67020,42.66952,-2.02909
67106,40.3120713,-3.8890049
67120,42.8667,-7.86667
67144,42.88051823,-8.54558766
67145,42.88051823,-8.54558766
67146,42.8833,-8.55
67176,43.3818082,-3.4596958
67221,42.90552729,-8.36049647
67239,42.8237296,-8.6323091
67252,42.90552729,-8.36049647
67291,42.8237296,-8.6323091
67374,42.9167,-8.0
67394,42.92676,-8.16359
67433,42.8237296,-8.6323091
67449,42.7950468,-7.8354723
67450,42.7950468,-7.8354723
67451,42.85937021,-7.94861054
67476,42.8667,-7.86667
67478,42.8667,-7.86667
67529,42.8667,-7.86667
67648,42.89616583,-7.87027079
67690,42.8237296,-8.6323091
67692,38.7268887,-6.6568728
67693,42.73578238,-1.74250323
67708,42.67134,-1.81295
67730,49.5608489,6.0690117
67743,36.712301,-4.2392826
67777,42.8164467,-7.9995922
67795,42.2881793,-8.0037342
67823,43.00912347994231,-1.3199170529444415
67833,42.80585897,-7.61752788
67940,42.8237296,-8.6323091
67960,42.45904,-5.8829
67990,42.8237296,-8.6323091
68094,46.1890262,1.4037059
68111,42.92676,-8.16359
68141,40.347447624249234,-3.6962318172441178
68228,42.45904,-5.8829
68229,42.45904,-5.8829
68252,51.632984,-3.879315
68256,-33.45382577,-70.68690328
68467,43.4329337,-3.6558419
68518,43.3736598,-8.2229931
68571,42.8237296,-8.6323091
68654,42.8237296,-8.6323091
68658,43.16334,-1.23743
68704,43.3751674,-3.9241949
68719,42.8800507,-8.54469816
68731,42.8916676,-8.5330713
68747,42.7890168,-1.6946203
68748,42.7890168,-1.6946203
68840,42.030105,-91.763841
68896,42.7140162,-8.6836364
68924,42.8237296,-8.6323091
68929,42.8237296,-8.6323091
68951,-12.888244,-76.51316643
69027,42.87684,-8.54432
69060,42.8359661,-1.679483
69086,42.916960731146865,-8.010749816894531
69114,42.571603,-5.6535181
69147,42.8433824,-8.3012515
69175,40.4750093,-3.9495802
69207,42.7771705430992,-7.415504757950028
69238,47.025978,2.3237888
69252,40.3120713,-3.8890049
69300,40.3120713,-3.8890049
69302,42.7556589,-7.7660515
69306,42.7556589,-7.7660515
69308,42.7556589,-7.7660515
69325,42.87684,-8.54432
69365,47.1075034,2.5038558
69378,42.88057522520878,-8.54460597038269
69429,43.55091506,-6.82966197
69450,42.8166,-1.6463
69457,40.413612,-3.725079
69542,50.5842814,-2.497101
69577,42.0303584,-6.6424788
69628,42.88051823,-8.54558766
69652,42.8237296,-8.6323091
69672,42.78358266,-7.53322529
69683,40.9478836,-4.11808899
69698,42.45904,-5.8829
69714,42.62070688,-7.7533803
69742,42.3289055910206,-4.802649155789771
69814,42.59934351765041,-5.566997230052948
69866,42.3107547,-4.7811668
69964,42.88046444,-8.54508571
69991,40.3120713,-3.8890049
69996,42.45904,-5.8829
70051,37.3136131,-6.0284301
70250,42.87684,-8.54432
70345,41.6558738,12.2344266
70353,16.645909,-93.243094
70409,42.3521176,-7.7940853
70458,36.7591827,-4.4233635
70478,28.0061093,-15.5350339
70513,42.70834956,-1.76106884
70554,42.6258701,-7.1826734
70562,42.7890168,-1.6946203
70596,42.88057522520878,-8.54460597038269
70626,42.7428375,-8.6328403
70645,42.7140162,-8.6836364
70680,42.92877674,-8.15602676
70694,42.87684,-8.54432
70696,42.78247649,-7.52123419
70732,42.92619414,-8.09875014
70802,42.87300021,-7.86851355
70855,42.9950498,-1.3445432
70865,42.87318,-7.86927
70877,42.7167,-7.11667
70929,42.76401424,-7.90691801
71005,42.67086,-8.72505
71007,42.66775,-8.72335
71022,40.95041172,-4.12429616
71061,42.8433824,-8.3012515
71067,42.3430948,-8.6984109
71082,43.1431011,-1.2466179
71119,42.88051823,-8.54558766
71146,42.64198348,-8.8067027
71165,43.1431011,-1.2466179
71187,42.60821,-8.85857
71220,55.4883244,36.8878157
71223,42.58724613,-8.93015894
71236,42.8166,-1.6463
71257,39.614151,-105.109815
71328,40.3919669,-3.8632712
71337,-26.892137,-65.2807021
71384,42.1293801,-8.916355
71405,42.73074,-7.32672
71429,41.38333333,-4.45
71510,38.6404797,1.3800986
71568,42.5471618,-5.6313015
71586,42.8237296,-8.6323091
71621,38.6913748,-9.2298264
71623,42.88057522520878,-8.54460597038269
71682,42.90552729321628,-8.360496467183635
71696,42.3826069,-8.1401456
71770,42.8733828,-8.4220263
71771,42.8733828,-8.4220263
71783,52.9539959,-1.167773
71801,42.8733828,-8.4220263
71844,42.6056,-5.57
71853,42.87684,-8.54432
71910,42.49466754,-8.86343546
71948,42.8164467,-7.9995922
72015,42.87408620844971,-7.8594815845171455
72042,51.417277,-0.259465
72052,43.16334,-1.23743
72057,42.344,-3.6986
72059,42.344,-3.6986
72072,42.7556589,-7.7660515
72076,42.88186901,-8.54007044
72078,42.87684,-8.54432
72144,42.44194444,-2.9525
72336,42.873169231911625,-7.868607377043358
72399,41.8731254,-8.8688178
72403,42.91340125,-8.011917
72463,43.0087,-1.31987
72478,42.33506696,-3.6996274
72548,41.52061,1.75297
72552,42.87427983,-7.85881743
72601,42.8804533670607,-8.545732498168945
72618,42.7167,-7.03333
72710,43.403221,-79.639319
72719,41.3170475,2.0524766
72723,42.91053948,-8.74763541
72727,42.8237296,-8.6323091
72729,42.8237296,-8.6323091
72730,42.8237296,-8.6323091
72731,42.8237296,-8.6323091
72911,42.34035,-4.6007999
72931,53.178753,-6.5468143
72957,42.85876684,-7.78009238
72970,14.54130953,121.0552597
72989,43.48116504,-3.78718592
73195,42.87684,-8.54432
73208,43.3636,-8.4104
73220,42.8237296,-8.6323091
73256,42.7890168,-1.6946203
73274,42.8433824,-8.3012515
73304,43.6192265,-8.0758564
73307,19.83924561,-101.72715701
73342,42.88051823,-8.54558766
73355,42.88051823,-8.54558766
73372,42.45904,-5.8829
73392,37.67495,-1.69985
73419,43.25859022,-4.01347715
73440,42.8800507,-8.54469816
73486,42.8164467,-7.9995922
73499,42.96809177,-8.44349446
73504,38.01404184,-8.69758199
73505,45.543542,-124.848975
73513,42.8237296,-8.6323091
73539,53.309898,-1.573648
73554,42.87684,-8.54432
73555,43.0087,-1.31987
73564,40.3120713,-3.8890049
73606,43.4621014,-3.5462489
73621,42.9044,-8.36253
73648,42.88068,-8.54554
73649,42.7833,-7.36667
73651,42.7833,-7.36667
73652,42.7833,-7.36667
73654,42.76401424,-7.90691801
73667,42.8733828,-8.4220263
73676,45.543542,-124.848975
73677,45.543542,-124.848975
73684,43.15065165,-8.36356105
73685,42.37217710415911,-5.024592605439566
73751,42.8743764,-8.1340903
73773,42.81354339055641,-1.6427329843281766
73828,42.67134,-1.81295
73829,42.67134,-1.81295
73831,42.67134,-1.81295
73843,42.6978274,-7.54317
73868,42.90881673,-7.99886241
73871,43.56229825,-6.23134698
73879,43.27994,-8.21193
73943,42.643,-6.32127
73983,37.1359031,-3.6997962
74015,42.46128141,-6.76776805
74018,42.87346692,-7.86733857
74031,43.4072585,-8.1718823
74041,42.499037,-6.457719
74069,42.53687,-6.58795
74101,35.5246119996656,139.469163997617
74122,1.2123138339349,103.749959507073
74151,42.543951,-6.593715
74154,42.87684,-8.54432
74155,43.4621014,-3.5462489
74159,42.87684,-8.54432
74168,43.1431011,-1.2466179
74180,42.80585897,-7.61752788
74194,42.50095402,-6.46017555
74195,42.6578,-8.11072
74209,43.51362952,-8.15252403
74219,42.87684,-8.54432
74266,42.60301331,-8.64266813
74293,42.87684,-8.54432
74328,42.60365551,-8.65115061
74342,42.73074,-7.32672
74346,42.8237296,-8.6323091
74466,42.8164467,-7.9995922
74469,42.8733828,-8.4220263
74497,42.340806,-3.704472
74583,42.8237296,-8.6323091
74631,40.03621928,-6.09136
74673,42.67134,-1.81295
74696,42.31005,-8.619463
74723,42.46388889,-5.87666667
74742,42.26017017,-0.55300563
74759,42.88055557,-8.54564667
74772,47.7110752,-122.16171
74812,42.75661,-7.24056
74821,43.690391,1.839399
74842,42.2881793,-8.0037342
74887,42.60946,-6.80856
74907,42.56230054,-5.69721125
74955,40.8480795,-3.1186185
75005,42.70779095,-7.04406676
75084,42.90844,-9.2635471
75116,42.9089325,-9.2629074
75224,42.8237296,-8.6323091
75231,42.41739399,-2.73348671
75250,42.88051823,-8.54558766
75351,42.88301981,-9.27186019
75352,42.88301981,-9.27186019
75353,42.88301981,-9.27186019
75387,43.0428104,-1.269272
75441,43.33251386,-1.92355156
75476,42.8800507,-8.54469816
75511,42.88057522520878,-8.54460597038269
75533,42.87684,-8.54432
75537,42.88046444,-8.54508571
75562,43.0197435,-1.3523429
75570,43.1431011,-1.2466179
75616,42.8433824,-8.3012515
75632,42.90552729,-8.36049647
75684,42.3430948,-8.6984109
75685,42.8351201,-1.5970252
75694,-35.031373,-58.160874
75733,42.8164467,-7.9995922
75746,51.568928,-2.217258
75800,42.92877674,-8.15602676
75890,42.34891389,-8.60672628
75891,42.34891389,-8.60672628
75944,42.7556589,-7.7660515
76061,42.3459,-8.606823
76113,42.55546104,-8.63140047
76114,42.55546104,-8.63140047
76151,42.4290487,-2.5422324
76199,53.178753,-6.5468143
76205,42.80585897,-7.61752788
76208,42.77740241,-7.41582057
76270,42.82510356,-5.64190893
76322,42.5787931,-6.9039356
76339,42.6978274,-7.54317
76371,42.90539607538026,-8.361716341152341
76379,42.70779095,-7.04406676
76408,42.73092236121637,-7.1569392621370165
76460,42.1293801,-8.916355
76461,43.54383278,-6.53261585
76517,42.8237296,-8.6323091
76523,42.8804533670607,-8.545732498168945
76525,42.75661,-7.24056
76569,37.562483,-97.5349059
76591,42.4653,-2.4484
76593,42.51416,-2.37161
76594,42.56095,-2.28404
76596,42.52171051,-2.27200543
76672,42.76401424,-7.90691801
76708,43.3988269,-6.6582291
76738,42.70779095,-7.04406676
76813,42.50095402,-6.46017555
76815,42.8800507,-8.54469816
76824,42.5683,-2.19218
76827,42.5683,-2.19218
76829,42.62801,-2.10266
76830,42.65072695,-2.0440385
76841,42.93053642579552,-8.1298828125
76852,42.88194444,-1.91694444
76855,42.67253903,-6.96693053
76874,40.0,-3.0
76893,43.33389,-6.41655
76912,42.56909,-2.19426
76951,48.023547,14.376193
76955,42.87684,-8.54432
76992,42.67265,-2.03533
76993,42.6724737,-1.94541961
76994,42.67732,-1.88969
76995,42.67732,-1.88969
76996,42.80585897,-7.61752788
76997,42.67114,-1.86447
76998,42.90552729,-8.36049647
77022,42.93335415,-1.50380089
77024,43.541393617112035,-5.653581619262694
77078,43.40892,-6.26103
77081,42.0333,-8.63333
77083,42.8237296,-8.6323091
77097,42.67265,-2.03533
77166,42.67134,-1.81295
77167,42.87684,-8.54432
77170,42.67944444,-1.78555556
77172,42.67944444,-1.78555556
77173,42.71149,-1.75891
77174,42.81666667,-1.65
77197,42.67134,-1.81295
